"","customer_id","segment","rfm_score","transaction_count","recency_days","amount","recency_score","frequency_score","monetary_score"
"797","Odessa Haag","Almost Out",134,5,586,641,1,3,4
"798","Odie Jacobs","Dont'show up at all",112,3,484,353,1,1,2
"799","Odie Lakin","Getting less Frequent",211,2,442,132,2,1,1
"800","Odis Schoen","Loyal",434,5,150,512,4,3,4
"801","Olaf Witting","Likely to be Loyal",311,2,191,143,3,1,1
"802","Olen Steuber DVM","Dont'show up at all",111,1,520,39,1,1,1
"803","Olena Kessler","Likely to be Loyal",311,2,214,163,3,1,1
"804","Oley Schroeder I","Loyal",244,6,402,632,2,4,4
"805","Olof Swift","Loyal",533,5,88,453,5,3,3
"806","Omie Cummerata","Dont'show up at all",121,4,519,220,1,2,1
"807","Ophelia Ernser","Loyal",344,6,281,622,3,4,4
"808","Orpha Bernhard","First Grade",455,9,153,955,4,5,5
"809","Orville Lemke III","Likely to be Loyal",311,3,215,147,3,1,1
"810","Ossie Schaden PhD","First Grade",544,7,44,600,5,4,4
"811","Ottis Wiza","Likely to be Loyal",321,4,244,242,3,2,1
"812","Pansy Bergstrom","Loyal",533,5,88,394,5,3,3
"813","Parker Bailey DVM","Almost Out",143,7,852,476,1,4,3
"814","Pat Nitzsche PhD","Likely to be Loyal",422,4,162,306,4,2,2
"815","Patience Ferry","Loyal",344,6,249,644,3,4,4
"816","Paulo Torphy","Dont'show up at all",111,2,892,219,1,1,1
"817","Payten Morissette","Likely to be Loyal",313,3,296,466,3,1,3
"818","Pearl Schmidt","Loyal",234,5,446,536,2,3,4
"819","Perley Renner","Loyal",243,6,427,406,2,4,3
"820","Pershing Johnston MD","Likely to be Loyal",311,2,296,108,3,1,1
"821","Pershing Torp II","Dont'show up at all",111,2,490,241,1,1,1
"822","Peyton Koelpin","Dont'show up at all",111,1,604,89,1,1,1
"823","Peyton Runolfsson","Likely to be Loyal",422,4,174,335,4,2,2
"824","Phylis Gaylord","Likely to be Loyal",331,5,210,185,3,3,1
"825","Pierre Stoltenberg","Dont'show up at all",111,2,618,82,1,1,1
"826","Pink Murazik","Getting less Frequent",211,2,449,225,2,1,1
"827","Piper Buckridge","Dont'show up at all",112,3,601,265,1,1,2
"828","Pleasant Ullrich","Loyal",245,7,319,1089,2,4,5
"829","Porsche Mayert DDS","Almost Out",144,6,496,515,1,4,4
"830","Portia Schamberger","First Grade",545,7,49,762,5,4,5
"831","Posey Metz","Loyal",355,10,183,1060,3,5,5
"832","Pratt Crooks","Likely to be Loyal",332,5,182,300,3,3,2
"833","Price Harvey","Getting less Frequent",211,3,411,137,2,1,1
"834","Princess Hermann PhD","Dont'show up at all",111,1,597,55,1,1,1
"835","Prudie Kertzmann","First Grade",554,8,88,580,5,5,4
"836","Quintin Tillman","First Grade",555,9,64,960,5,5,5
"837","Rafael Mitchell","Others",113,3,550,421,1,1,3
"838","Raheem Bosco","Likely to be Loyal",421,4,124,182,4,2,1
"839","Rakeem Harvey","Loyal",255,10,454,809,2,5,5
"840","Rayna Hagenes PhD","Almost Out",124,4,538,587,1,2,4
"841","Reanna O'Keefe","First Grade",555,8,35,960,5,5,5
"842","Rebeca Kling","First Grade",455,8,129,956,4,5,5
"843","Reggie Leffler","Loyal",233,5,455,413,2,3,3
"844","Regina Collins","Likely to be Loyal",332,5,234,360,3,3,2
"845","Rexford Greenholt","Loyal",334,5,196,570,3,3,4
"846","Reynaldo Davis","Dont'show up at all",112,3,681,358,1,1,2
"847","Ricci Bins","Dont'show up at all",121,4,535,210,1,2,1
"848","Rice Prohaska","Others",542,6,71,319,5,4,2
"849","Rikki Watsica DVM","First Grade",544,7,43,581,5,4,4
"850","Riley Heller","Likely to be Loyal",423,4,171,446,4,2,3
"851","Rob Wilderman Sr.","Dont'show up at all",111,1,624,34,1,1,1
"852","Robbin Herzog","Require Assistance",222,4,366,381,2,2,2
"853","Robert Satterfield","Likely to be Loyal",422,4,135,317,4,2,2
"854","Robert Schmeler","Likely to be Loyal",311,3,243,254,3,1,1
"855","Rochelle Johnson","Loyal",344,7,204,652,3,4,4
"856","Roger Green","Almost Out",123,4,663,468,1,2,3
"857","Rolla Hodkiewicz","Almost Out",123,4,564,409,1,2,3
"858","Rollie Yundt DVM","Others",113,3,600,467,1,1,3
"859","Roma Daniel","Likely to be Loyal",321,4,229,197,3,2,1
"860","Roma Rath","Almost Out",143,6,490,420,1,4,3
"861","Romaine McCullough","Loyal",333,5,232,405,3,3,3
"862","Romie Upton","First Grade",454,8,145,622,4,5,4
"863","Ronan McLaughlin","Likely to be Loyal",323,4,289,496,3,2,3
"864","Roni Carter","Likely to be Loyal",422,4,128,365,4,2,2
"865","Ronin Beatty Jr.","Likely to be Loyal",423,4,146,434,4,2,3
"866","Rosanne Maggio","First Grade",544,7,67,597,5,4,4
"867","Rosario Boyle","Loyal",234,5,417,512,2,3,4
"868","Rose Kuphal","Likely to be Loyal",523,4,69,400,5,2,3
"869","Rosevelt Murazik DDS","Loyal",433,5,139,447,4,3,3
"870","Rosina Abbott","Loyal",244,7,339,652,2,4,4
"871","Ruel Ruecker","Loyal",433,5,176,436,4,3,3
"872","Russell Boyle","Dont'show up at all",112,2,614,265,1,1,2
"873","Ruthe Macejkovic MD","Loyal",255,9,373,805,2,5,5
"874","Ryland Predovic","Loyal",234,5,436,665,2,3,4
"875","Sadie Upton","Others",424,4,151,541,4,2,4
"876","Saint Doyle","Loyal",344,6,190,558,3,4,4
"877","Samira Medhurst","Loyal",245,7,430,826,2,4,5
"878","Santana Bradtke","First Grade",455,8,152,732,4,5,5
"879","Savion Rohan","First Grade",555,10,84,1118,5,5,5
"880","Schuyler Volkman","First Grade",454,10,160,658,4,5,4
"881","Scottie Beahan PhD","Others",314,3,275,538,3,1,4
"882","Seaborn Bogisich III","Likely to be Loyal",413,3,178,459,4,1,3
"883","Shakira Stokes","Loyal",533,5,75,438,5,3,3
"884","Shane Haley","Loyal",433,5,157,424,4,3,3
"885","Shania Stamm DDS","Loyal",355,9,188,997,3,5,5
"886","Shantel Jenkins","Almost Out",123,4,724,388,1,2,3
"887","Shari Rowe PhD","Loyal",234,5,426,665,2,3,4
"888","Sharyn Barrows","Others",442,6,155,292,4,4,2
"889","Shaun Rempel","Likely to be Loyal",423,4,180,427,4,2,3
"890","Shea Feil","First Grade",444,6,176,588,4,4,4
"891","Shea Gerlach","Loyal",345,7,201,760,3,4,5
"892","Shellie Brekke III","Others",113,3,591,384,1,1,3
"893","Shelton Hudson","First Grade",455,8,153,867,4,5,5
"894","Sherlyn Gutmann","First Grade",555,9,19,726,5,5,5
"895","Shirl Keebler","Likely to be Loyal",522,4,90,377,5,2,2
"896","Shirl Kuvalis","Loyal",333,5,276,450,3,3,3
"897","Shirl Wisozk","Almost Out",122,4,630,363,1,2,2
"898","Shirlie Nikolaus","Loyal",345,7,210,688,3,4,5
"899","Shoji Wintheiser III","Likely to be Loyal",432,5,140,329,4,3,2
"900","Skylar Hoeger","Likely to be Loyal",321,4,282,255,3,2,1
"901","Sol Zboncak","Dont'show up at all",111,3,508,88,1,1,1
"902","Somer Turcotte","Loyal",355,10,190,1018,3,5,5
"903","Sonny Dickens","Others",342,6,250,362,3,4,2
"904","Soren Gleason","First Grade",555,9,103,1061,5,5,5
"905","Stafford Willms","Dont'show up at all",112,3,506,295,1,1,2
"906","Starling Welch","First Grade",444,7,128,590,4,4,4
"907","Stefani Kshlerin","Loyal",344,7,186,520,3,4,4
"908","Stephaine Graham","Others",524,4,105,609,5,2,4
"909","Stetson Ferry DVM","Dont'show up at all",111,3,500,237,1,1,1
"910","Susannah Bernier","First Grade",545,6,33,754,5,4,5
"911","Suzann Koss","Others",342,6,288,353,3,4,2
"912","Suzette Hartmann","Loyal",343,6,291,427,3,4,3
"913","Suzette Pollich","Require Assistance",223,4,335,395,2,2,3
"914","Sydell West","Loyal",344,6,191,642,3,4,4
"915","Sylva Littel","First Grade",445,7,178,778,4,4,5
"916","Symone McClure","Likely to be Loyal",323,4,207,449,3,2,3
"917","Tallie Gleason","Likely to be Loyal",312,3,227,293,3,1,2
"918","Tamia Hills","Loyal",235,5,443,694,2,3,5
"919","Tamia Langworth","Dont'show up at all",111,1,576,103,1,1,1
"920","Tamika Labadie","First Grade",445,7,138,839,4,4,5
"921","Tamisha Crooks","First Grade",544,6,11,627,5,4,4
"922","Tarik Marvin Jr.","Almost Out",144,6,585,510,1,4,4
"923","Tate Turcotte","Others",113,3,516,394,1,1,3
"924","Tawanda Balistreri MD","Likely to be Loyal",523,4,103,393,5,2,3
"925","Taylor Crist","Loyal",344,6,261,643,3,4,4
"926","Tegan O'Conner","Likely to be Loyal",411,2,177,199,4,1,1
"927","Tera Collins","Dont'show up at all",112,3,546,324,1,1,2
"928","Texas Keebler","Almost Out",135,5,484,702,1,3,5
"929","Theo Buckridge","Loyal",543,6,15,446,5,4,3
"930","Thor Schultz","Likely to be Loyal",512,3,38,274,5,1,2
"931","Tia Zulauf","First Grade",444,6,149,522,4,4,4
"932","Tierra Hayes","First Grade",455,8,128,952,4,5,5
"933","Tilden Hermann","Dont'show up at all",111,2,545,96,1,1,1
"934","Tisa Mosciski","Likely to be Loyal",321,4,229,159,3,2,1
"935","Tobie Carroll","Loyal",255,9,344,870,2,5,5
"936","Toccara Lebsack","Loyal",343,6,209,433,3,4,3
"937","Tomika Koepp","Loyal",344,6,249,542,3,4,4
"938","Toney Marvin","Loyal",334,5,212,558,3,3,4
"939","Tori Bailey","Likely to be Loyal",411,2,129,121,4,1,1
"940","Torrance Pollich","Likely to be Loyal",512,3,54,377,5,1,2
"941","Torry Reynolds","First Grade",444,7,135,650,4,4,4
"942","Tracy Feest","Dont'show up at all",121,4,530,253,1,2,1
"943","Travis Cartwright","First Grade",555,8,45,713,5,5,5
"944","Tressie Buckridge DDS","Require Assistance",223,4,404,504,2,2,3
"945","Trina Gaylord DDS","Likely to be Loyal",312,3,198,264,3,1,2
"946","Triston Mills","Require Assistance",222,4,332,366,2,2,2
"947","Trudie Mraz","Loyal",533,5,89,474,5,3,3
"948","Trudy Stokes","Loyal",255,8,472,855,2,5,5
"949","True Conroy","Loyal",533,5,40,471,5,3,3
"950","Tyshawn Witting","Dont'show up at all",111,3,573,208,1,1,1
"951","Uriah West","Dont'show up at all",111,3,653,195,1,1,1
"952","Uriel Kuhn","Almost Out",134,5,542,567,1,3,4
"953","Valencia Keebler DVM","Require Assistance",232,5,328,369,2,3,2
"954","Vannie Kunze","Loyal",255,9,397,823,2,5,5
"955","Velda Goyette","Loyal",443,6,151,473,4,4,3
"956","Venice Smith","Dont'show up at all",111,3,484,219,1,1,1
"957","Verlene Emmerich","Likely to be Loyal",332,5,240,359,3,3,2
"958","Verlin Christiansen Sr.","Require Assistance",223,4,389,491,2,2,3
"959","Verna Hudson","Loyal",535,5,106,789,5,3,5
"960","Vernell Lockman","Likely to be Loyal",311,1,236,153,3,1,1
"961","Verona Langosh","Almost Out",133,5,539,492,1,3,3
"962","Vic Volkman","Loyal",543,6,102,492,5,4,3
"963","Vick Okuneva","Others",524,4,52,569,5,2,4
"964","Vinson Tillman","Almost Out",123,4,490,454,1,2,3
"965","Violette O'Kon","Others",324,4,246,565,3,2,4
"966","Virgel Grimes","Loyal",435,5,173,675,4,3,5
"967","Vivian McLaughlin MD","Loyal",244,6,416,574,2,4,4
"968","Vivienne Medhurst","Others",113,3,517,390,1,1,3
"969","Von Cassin","Require Assistance",232,5,402,350,2,3,2
"970","Vonda Connelly","Dont'show up at all",112,2,515,297,1,1,2
"971","Waldemar Greenholt","Loyal",355,9,267,859,3,5,5
"972","Wally Nikolaus","Loyal",333,5,181,419,3,3,3
"973","Warner Kessler","Likely to be Loyal",322,4,290,310,3,2,2
"974","Warren Osinski","First Grade",455,10,129,1038,4,5,5
"975","Watt Cremin","Likely to be Loyal",411,1,127,52,4,1,1
"976","Wellington Runolfsdottir","Likely to be Loyal",311,2,265,39,3,1,1
"977","Wendi Purdy","Almost Out",134,5,490,560,1,3,4
"978","Werner Hahn","First Grade",444,6,169,594,4,4,4
"979","William Sawayn","Loyal",234,5,321,570,2,3,4
"980","Willian Runte","First Grade",445,7,157,754,4,4,5
"981","Winifred Hills DDS","Loyal",434,5,180,618,4,3,4
"982","Winifred Kris","Loyal",243,6,452,459,2,4,3
"983","Wong Bradtke II","Likely to be Loyal",312,3,287,280,3,1,2
"984","Woodie Gleichner","Require Assistance",232,5,395,277,2,3,2
"985","Yaakov Labadie","Dont'show up at all",111,1,582,91,1,1,1
"986","Yazmin Borer MD","Almost Out",135,5,549,716,1,3,5
"987","Yessenia Rempel","Likely to be Loyal",421,4,163,236,4,2,1
"988","Yetta Gorczany MD","Others",442,6,120,378,4,4,2
"989","Yoselin Bauch","Loyal",255,8,346,760,2,5,5
"990","Zackery Spinka","Loyal",243,6,387,406,2,4,3
"991","Zander Lebsack","Loyal",344,6,204,574,3,4,4
"992","Zechariah Gislason","Loyal",355,9,207,1196,3,5,5
"993","Zenas Pacocha","Require Assistance",223,4,405,442,2,2,3
"994","Zeno Lakin","Dont'show up at all",111,1,524,38,1,1,1
"995","Zillah Koch PhD","Almost Out",124,4,548,516,1,2,4
